train/test on models/fasttext.conf
Your CPU supports instructions that this binary was not compiled to use: SSE3 SSE4.1 SSE4.2 AVX AVX2
For maximum performance, you can install NMSLIB from sources 
2022-05-17 00:55:07,720[INFO]:zensols.deeplearn.batch.stash loaded batch 66 (train) in 0s
2022-05-17 00:55:07,723[INFO]:zensols.deeplearn.batch.stash loaded batch 67 (train) in 0s
2022-05-17 00:55:07,726[INFO]:zensols.deeplearn.batch.stash loaded batch 68 (train) in 0s
2022-05-17 00:55:07,730[INFO]:zensols.deeplearn.batch.stash loaded batch 69 (train) in 0s
2022-05-17 00:55:07,733[INFO]:zensols.deeplearn.batch.stash loaded batch 70 (train) in 0s
2022-05-17 00:55:07,736[INFO]:zensols.deeplearn.batch.stash loaded batch 71 (train) in 0s
2022-05-17 00:55:07,740[INFO]:zensols.deeplearn.batch.stash loaded batch 72 (train) in 0s
2022-05-17 00:55:07,743[INFO]:zensols.deeplearn.batch.stash loaded batch 73 (train) in 0s
2022-05-17 00:55:07,746[INFO]:zensols.deeplearn.batch.stash loaded batch 74 (train) in 0s
2022-05-17 00:55:07,750[INFO]:zensols.deeplearn.batch.stash loaded batch 75 (train) in 0s
2022-05-17 00:55:07,753[INFO]:zensols.deeplearn.batch.stash loaded batch 76 (train) in 0s
2022-05-17 00:55:07,757[INFO]:zensols.deeplearn.batch.stash loaded batch 77 (train) in 0s
2022-05-17 00:55:07,760[INFO]:zensols.deeplearn.batch.stash loaded batch 78 (train) in 0s
2022-05-17 00:55:07,763[INFO]:zensols.deeplearn.batch.stash loaded batch 79 (train) in 0s
2022-05-17 00:55:07,767[INFO]:zensols.deeplearn.batch.stash loaded batch 80 (train) in 0s
2022-05-17 00:55:07,770[INFO]:zensols.deeplearn.batch.stash loaded batch 81 (train) in 0s
2022-05-17 00:55:07,774[INFO]:zensols.deeplearn.batch.stash loaded batch 82 (train) in 0s
2022-05-17 00:55:07,778[INFO]:zensols.deeplearn.batch.stash loaded batch 83 (train) in 0s
2022-05-17 00:55:07,781[INFO]:zensols.deeplearn.batch.stash loaded batch 84 (train) in 0s
2022-05-17 00:55:07,784[INFO]:zensols.deeplearn.batch.stash loaded batch 85 (train) in 0s
2022-05-17 00:55:07,787[INFO]:zensols.deeplearn.batch.stash loaded batch 86 (train) in 0s
2022-05-17 00:55:07,791[INFO]:zensols.deeplearn.batch.stash loaded batch 87 (train) in 0s
2022-05-17 00:55:07,794[INFO]:zensols.deeplearn.batch.stash loaded batch 88 (train) in 0s
2022-05-17 00:55:07,798[INFO]:zensols.deeplearn.batch.stash loaded batch 89 (train) in 0s
2022-05-17 00:55:07,801[INFO]:zensols.deeplearn.batch.stash loaded batch 90 (train) in 0s
2022-05-17 00:55:07,884[INFO]:zensols.deeplearn.model.executor.status using batch limit: 9223372036854775807 for validation
2022-05-17 00:55:07,888[INFO]:zensols.deeplearn.batch.stash loaded batch 0 (validation) in 0s
2022-05-17 00:55:07,892[INFO]:zensols.deeplearn.batch.stash loaded batch 1 (validation) in 0s
2022-05-17 00:55:07,895[INFO]:zensols.deeplearn.batch.stash loaded batch 2 (validation) in 0s
2022-05-17 00:55:07,899[INFO]:zensols.deeplearn.batch.stash loaded batch 3 (validation) in 0s
2022-05-17 00:55:07,902[INFO]:zensols.deeplearn.batch.stash loaded batch 4 (validation) in 0s
2022-05-17 00:55:07,907[INFO]:zensols.deeplearn.batch.stash loaded batch 5 (validation) in 0s
2022-05-17 00:55:07,910[INFO]:zensols.deeplearn.batch.stash loaded batch 6 (validation) in 0s
2022-05-17 00:55:07,913[INFO]:zensols.deeplearn.batch.stash loaded batch 7 (validation) in 0s
2022-05-17 00:55:07,917[INFO]:zensols.deeplearn.batch.stash loaded batch 8 (validation) in 0s
2022-05-17 00:55:07,920[INFO]:zensols.deeplearn.batch.stash loaded batch 9 (validation) in 0s
2022-05-17 00:55:07,921[INFO]:zensols.deeplearn.batch.stash loaded batch 10 (validation) in 0s
2022-05-17 00:55:07,931[INFO]:zensols.deeplearn.model.executor.status loaded 91 batches in 0s
2022-05-17 00:55:07,931[INFO]:zensols.deeplearn.model.executor.status train/test sets: 80 11
2022-05-17 00:55:07,972[INFO]:zensols.deeplearn.model.executor.status created model on cpu with use cuda: True, device: cuda:0
2022-05-17 00:55:07,992[INFO]:zensols.deeplearn.model.executor.status training model <class 'zensols.deepnlp.layer.embrecurcrf.EmbeddedRecurrentCRF'> on cuda:0 for 45 epochs using learning rate 0.01
2022-05-17 00:55:07,992[INFO]:zensols.deeplearn.model.executor.progress watching update file data/model/update.json
2022-05-17 01:02:18,009[INFO]:zensols.deeplearn.model.executor.status epoch 0/45: tr: 7e+05|va min:   inf|va: 2e+05|lr:  0.01 \/
2022-05-17 01:02:18,412[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bilstm-crf_tok-glove-50d/weight.pt in 0s
2022-05-17 01:02:18,436[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bilstm-crf_tok-glove-50d/state.pt in 0s
2022-05-17 01:02:18,437[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bilstm-crf_tok-glove-50d.txt
2022-05-17 01:02:18,835[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bilstm-crf_tok-glove-50d.png
2022-05-17 01:09:28,652[INFO]:zensols.deeplearn.model.executor.status epoch 1/45: tr: 2e+05|va min: 2e+05|va: 89694|lr:  0.01 \/
2022-05-17 01:09:29,406[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bilstm-crf_tok-glove-50d/weight.pt in 0s
2022-05-17 01:09:29,475[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bilstm-crf_tok-glove-50d/state.pt in 0s
2022-05-17 01:09:29,476[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bilstm-crf_tok-glove-50d.txt
2022-05-17 01:09:30,539[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bilstm-crf_tok-glove-50d.png
2022-05-17 01:16:36,090[INFO]:zensols.deeplearn.model.executor.status epoch 2/45: tr: 90110|va min: 89694|va: 58403|lr:  0.01 \/
2022-05-17 01:16:36,837[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bilstm-crf_tok-glove-50d/weight.pt in 0s
2022-05-17 01:16:36,931[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bilstm-crf_tok-glove-50d/state.pt in 0s
2022-05-17 01:16:36,931[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bilstm-crf_tok-glove-50d.txt
2022-05-17 01:16:38,366[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bilstm-crf_tok-glove-50d.png
2022-05-17 01:23:45,410[INFO]:zensols.deeplearn.model.executor.status epoch 3/45: tr: 55207|va min: 58403|va: 39776|lr:  0.01 \/
2022-05-17 01:23:46,160[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bilstm-crf_tok-glove-50d/weight.pt in 0s
2022-05-17 01:23:46,286[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bilstm-crf_tok-glove-50d/state.pt in 0s
2022-05-17 01:23:46,286[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bilstm-crf_tok-glove-50d.txt
2022-05-17 01:23:48,110[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bilstm-crf_tok-glove-50d.png
2022-05-17 01:30:55,807[INFO]:zensols.deeplearn.model.executor.status epoch 4/45: tr: 40409|va min: 39776|va: 37629|lr:  0.01 \/
2022-05-17 01:30:56,559[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bilstm-crf_tok-glove-50d/weight.pt in 0s
2022-05-17 01:30:56,695[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bilstm-crf_tok-glove-50d/state.pt in 0s
2022-05-17 01:30:56,696[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bilstm-crf_tok-glove-50d.txt
2022-05-17 01:30:58,881[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bilstm-crf_tok-glove-50d.png
2022-05-17 01:38:04,465[INFO]:zensols.deeplearn.model.executor.status epoch 5/45: tr: 29756|va min: 37629|va: 26261|lr:  0.01 \/
2022-05-17 01:38:05,214[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bilstm-crf_tok-glove-50d/weight.pt in 0s
2022-05-17 01:38:05,397[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bilstm-crf_tok-glove-50d/state.pt in 0s
2022-05-17 01:38:05,398[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bilstm-crf_tok-glove-50d.txt
2022-05-17 01:38:07,996[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bilstm-crf_tok-glove-50d.png
2022-05-17 01:45:14,210[INFO]:zensols.deeplearn.model.executor.status epoch 6/45: tr: 22698|va min: 26261|va: 24590|lr:  0.01 \/
2022-05-17 01:45:14,958[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bilstm-crf_tok-glove-50d/weight.pt in 0s
2022-05-17 01:45:15,165[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bilstm-crf_tok-glove-50d/state.pt in 0s
2022-05-17 01:45:15,166[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bilstm-crf_tok-glove-50d.txt
2022-05-17 01:45:18,169[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bilstm-crf_tok-glove-50d.png
2022-05-17 01:52:25,581[INFO]:zensols.deeplearn.model.executor.status epoch 7/45: tr: 19749|va min: 24590|va: 22052|lr:  0.01 \/
2022-05-17 01:52:26,320[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bilstm-crf_tok-glove-50d/weight.pt in 0s
2022-05-17 01:52:26,564[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bilstm-crf_tok-glove-50d/state.pt in 0s
2022-05-17 01:52:26,565[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bilstm-crf_tok-glove-50d.txt
2022-05-17 01:52:30,001[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bilstm-crf_tok-glove-50d.png
2022-05-17 01:59:37,643[INFO]:zensols.deeplearn.model.executor.status epoch 8/45: tr: 15714|va min: 22052|va: 19978|lr:  0.01 \/
2022-05-17 01:59:38,407[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bilstm-crf_tok-glove-50d/weight.pt in 0s
2022-05-17 01:59:38,657[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bilstm-crf_tok-glove-50d/state.pt in 0s
2022-05-17 01:59:38,657[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bilstm-crf_tok-glove-50d.txt
2022-05-17 01:59:42,458[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bilstm-crf_tok-glove-50d.png
2022-05-17 02:06:49,888[INFO]:zensols.deeplearn.model.executor.status epoch 9/45: tr: 13805|va min: 19978|va: 19496|lr:  0.01 \/
2022-05-17 02:06:50,639[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bilstm-crf_tok-glove-50d/weight.pt in 0s
2022-05-17 02:06:50,910[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bilstm-crf_tok-glove-50d/state.pt in 0s
2022-05-17 02:06:50,911[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bilstm-crf_tok-glove-50d.txt
2022-05-17 02:06:55,128[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bilstm-crf_tok-glove-50d.png
2022-05-17 02:14:02,020[INFO]:zensols.deeplearn.model.executor.status epoch 10/45: tr: 11108|va min: 19496|va: 21164|lr:  0.01 /\
2022-05-17 02:21:09,978[INFO]:zensols.deeplearn.model.executor.status epoch 11/45: tr:8921.5|va min: 19496|va: 15961|lr:  0.01 \/
2022-05-17 02:21:10,728[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bilstm-crf_tok-glove-50d/weight.pt in 0s
2022-05-17 02:21:11,080[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bilstm-crf_tok-glove-50d/state.pt in 0s
2022-05-17 02:21:11,082[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bilstm-crf_tok-glove-50d.txt
2022-05-17 02:21:16,335[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bilstm-crf_tok-glove-50d.png
2022-05-17 02:28:24,552[INFO]:zensols.deeplearn.model.executor.status epoch 12/45: tr:8451.2|va min: 15961|va: 17192|lr:  0.01 /\
2022-05-17 02:35:33,595[INFO]:zensols.deeplearn.model.executor.status epoch 13/45: tr:7550.2|va min: 15961|va: 21682|lr:  0.01 /\
2022-05-17 02:42:42,850[INFO]:zensols.deeplearn.model.executor.status epoch 14/45: tr:6568.1|va min: 15961|va: 17454|lr:  0.01 /\
2022-05-17 02:49:53,272[INFO]:zensols.deeplearn.model.executor.status epoch 15/45: tr:5978.1|va min: 15961|va: 15572|lr:  0.01 \/
2022-05-17 02:49:54,024[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bilstm-crf_tok-glove-50d/weight.pt in 0s
2022-05-17 02:49:54,566[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bilstm-crf_tok-glove-50d/state.pt in 0s
2022-05-17 02:49:54,569[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bilstm-crf_tok-glove-50d.txt
2022-05-17 02:50:01,524[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bilstm-crf_tok-glove-50d.png
2022-05-17 02:57:09,493[INFO]:zensols.deeplearn.model.executor.status epoch 16/45: tr:5740.3|va min: 15572|va: 14613|lr:  0.01 \/
2022-05-17 02:57:10,257[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bilstm-crf_tok-glove-50d/weight.pt in 0s
2022-05-17 02:57:10,852[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bilstm-crf_tok-glove-50d/state.pt in 0s
2022-05-17 02:57:10,857[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bilstm-crf_tok-glove-50d.txt
2022-05-17 02:57:19,860[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bilstm-crf_tok-glove-50d.png
2022-05-17 03:04:26,550[INFO]:zensols.deeplearn.model.executor.status epoch 17/45: tr:5153.1|va min: 14613|va: 15721|lr:  0.01 /\
2022-05-17 03:11:31,730[INFO]:zensols.deeplearn.model.executor.status epoch 18/45: tr:4639.9|va min: 14613|va: 16028|lr:  0.01 /\
2022-05-17 03:18:36,533[INFO]:zensols.deeplearn.model.executor.status epoch 19/45: tr:4492.9|va min: 14613|va: 14512|lr:  0.01 \/
2022-05-17 03:18:37,288[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bilstm-crf_tok-glove-50d/weight.pt in 0s
2022-05-17 03:18:37,996[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bilstm-crf_tok-glove-50d/state.pt in 0s
2022-05-17 03:18:38,001[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bilstm-crf_tok-glove-50d.txt
2022-05-17 03:18:48,929[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bilstm-crf_tok-glove-50d.png
2022-05-17 03:25:55,176[INFO]:zensols.deeplearn.model.executor.status epoch 20/45: tr:3945.4|va min: 14512|va: 13630|lr:  0.01 \/
2022-05-17 03:25:55,925[INFO]:zensols.deeplearn.model.manager saved model weights to data/model/bilstm-crf_tok-glove-50d/weight.pt in 0s
2022-05-17 03:25:56,666[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bilstm-crf_tok-glove-50d/state.pt in 0s
2022-05-17 03:25:56,671[INFO]:zensols.deeplearn.result.manager saving text results to data/model/tmp/bilstm-crf_tok-glove-50d.txt
2022-05-17 03:26:08,012[INFO]:zensols.deeplearn.result.plot saving results graph to data/model/tmp/bilstm-crf_tok-glove-50d.png
2022-05-17 03:33:13,214[INFO]:zensols.deeplearn.model.executor.status epoch 21/45: tr:4044.9|va min: 13630|va: 15334|lr:  0.01 /\
2022-05-17 03:40:19,598[INFO]:zensols.deeplearn.model.executor.status epoch 22/45: tr:3818.1|va min: 13630|va: 15418|lr:  0.01 /\
2022-05-17 03:47:26,631[INFO]:zensols.deeplearn.model.executor.status epoch 23/45: tr:3722.7|va min: 13630|va: 14772|lr:  0.01 /\
2022-05-17 03:54:33,424[INFO]:zensols.deeplearn.model.executor.status epoch 24/45: tr:3723.5|va min: 13630|va: 14132|lr:  0.01 /\
2022-05-17 04:01:40,296[INFO]:zensols.deeplearn.model.executor.status epoch 25/45: tr:3602.1|va min: 13630|va: 18219|lr:  0.01 /\
2022-05-17 04:08:47,792[INFO]:zensols.deeplearn.model.executor.status epoch 26/45: tr: 43224|va min: 13630|va: 1e+05|lr:  0.01 /\
2022-05-17 04:15:54,771[INFO]:zensols.deeplearn.model.executor.status epoch 27/45: tr: 2e+05|va min: 13630|va: 2e+05|lr:  0.01 /\
2022-05-17 04:23:05,952[INFO]:zensols.deeplearn.model.executor.status epoch 28/45: tr: 5e+05|va min: 13630|va: 3e+05|lr:  0.01 /\
2022-05-17 04:30:14,845[INFO]:zensols.deeplearn.model.executor.status epoch 29/45: tr: 9e+05|va min: 13630|va: 5e+05|lr:  0.01 /\
/data/tmp/secid/model/pyvirenv/lib/python3.9/site-packages/zensols/deeplearn/model/batchiter.py:187: FutureWarning: Non-finite norm encountered in torch.nn.utils.clip_grad_norm_; continuing anyway. Note that the default behavior will change in a future release to error out if a non-finite total norm is encountered. At that point, setting error_if_nonfinite=false will be required to retain the old behavior.
  nn.utils.clip_grad_norm_(model.parameters(), **clip_params)
2022-05-17 04:37:22,415[INFO]:zensols.deeplearn.model.executor.status epoch 30/45: tr: 1e+06|va min: 13630|va: 6e+05|lr:  0.01 /\
2022-05-17 04:44:27,253[INFO]:zensols.deeplearn.model.executor.status epoch 31/45: tr: 2e+06|va min: 13630|va: 8e+05|lr: 0.001 /\
2022-05-17 04:51:33,294[INFO]:zensols.deeplearn.model.executor.status epoch 32/45: tr:   nan|va min: 13630|va:   nan|lr: 0.001 /\
2022-05-17 04:58:40,204[INFO]:zensols.deeplearn.model.executor.status epoch 33/45: tr:   nan|va min: 13630|va:   nan|lr: 0.001 /\
2022-05-17 05:05:48,449[INFO]:zensols.deeplearn.model.executor.status epoch 34/45: tr:   nan|va min: 13630|va:   nan|lr: 0.001 /\
2022-05-17 05:12:56,098[INFO]:zensols.deeplearn.model.executor.status epoch 35/45: tr:   nan|va min: 13630|va:   nan|lr: 0.001 /\
2022-05-17 05:20:04,149[INFO]:zensols.deeplearn.model.executor.status epoch 36/45: tr:   nan|va min: 13630|va:   nan|lr: 0.001 /\
2022-05-17 05:27:11,983[INFO]:zensols.deeplearn.model.executor.status epoch 37/45: tr:   nan|va min: 13630|va:   nan|lr: 0.001 /\
2022-05-17 05:34:19,683[INFO]:zensols.deeplearn.model.executor.status epoch 38/45: tr:   nan|va min: 13630|va:   nan|lr: 0.001 /\
2022-05-17 05:41:26,891[INFO]:zensols.deeplearn.model.executor.status epoch 39/45: tr:   nan|va min: 13630|va:   nan|lr: 0.001 /\
2022-05-17 05:48:34,389[INFO]:zensols.deeplearn.model.executor.status epoch 40/45: tr:   nan|va min: 13630|va:   nan|lr: 0.001 /\
2022-05-17 05:55:42,005[INFO]:zensols.deeplearn.model.executor.status epoch 41/45: tr:   nan|va min: 13630|va:   nan|lr: 0.001 /\
2022-05-17 06:02:49,234[INFO]:zensols.deeplearn.model.executor.status epoch 42/45: tr:   nan|va min: 13630|va:   nan|lr:0.0001 /\
2022-05-17 06:09:54,658[INFO]:zensols.deeplearn.model.executor.status epoch 43/45: tr:   nan|va min: 13630|va:   nan|lr:0.0001 /\
2022-05-17 06:17:00,421[INFO]:zensols.deeplearn.model.executor.status epoch 44/45: tr:   nan|va min: 13630|va:   nan|lr:0.0001 /\
2022-05-17 06:17:00,421[INFO]:zensols.deeplearn.model.executor.status epoch threshold reached at 45
2022-05-17 06:17:00,421[INFO]:zensols.deeplearn.model.executor.status final minimum validation loss: 13629.983132102272, 15 decreases
2022-05-17 06:17:00,760[INFO]:zensols.deeplearn.model.manager loaded check point from data/model/bilstm-crf_tok-glove-50d/state.pt in 0s
2022-05-17 06:17:02,418[INFO]:zensols.deeplearn.model.manager saved model state to data/model/bilstm-crf_tok-glove-50d/state.pt in 1s
2022-05-17 06:17:02,419[INFO]:zensols.deeplearn.model.executor.status executed train in 5 hours, 21 minutes, 54s
2022-05-17 06:17:02,419[INFO]:zensols.deeplearn.model.executor.status deallocating 91 batches
2022-05-17 06:17:02,716[INFO]:zensols.deeplearn.model.facade trained in 5 hours, 21 minutes, 55s
2022-05-17 06:17:02,717[INFO]:zensols.deeplearn.model.executor.status reloading model weights
2022-05-17 06:17:02,791[INFO]:zensols.deeplearn.model.executor.status created model on cpu with use cuda: True, device: cuda:0
2022-05-17 06:17:03,390[INFO]:zensols.deeplearn.model.manager loaded check point from data/model/bilstm-crf_tok-glove-50d/state.pt in 0s
2022-05-17 06:17:03,626[INFO]:zensols.deeplearn.model.manager loaded model from data/model/bilstm-crf_tok-glove-50d on device cpu
2022-05-17 06:17:03,626[INFO]:zensols.deeplearn.model.facade testing...
